,id,status,viralParams,pop,tau,phase
4532,4532,I,F,"[0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993]",945.0,944.0
4533,4533,R,F,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.001499999999999999, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5]",466.0,465.0
4534,4534,R,R,"[0.7315124686732943, 0.7315124686732943, 0.9453741145869136, 0.9453741145869136, 0.9453741145869133, 0.9453741145869133, 0.995130646933593, 0.995130646933593, 0.8981054088575676, 0.8981054088575676, 0.8981054088575676, 0.8981054088575676, 1.0475059441406243, 0.995130646933593, 0.995130646933593, 0.995130646933593, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245, 1.0475059441406243, 0.9453741145869133, 0.9453741145869133, 0.9453741145869133, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.0475059441406245, 1.0475059441406245, 1.1606714062499994, 1.1026378359374995, 0.9951306469335933, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 0.9951306469335931, 0.995130646933593, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.0475059441406243, 1.0475059441406243, 0.9951306469335932, 0.9951306469335932, 1.1026378359374993, 1.1026378359374993, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 0.9951306469335932, 1.0475059441406245, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 0.9951306469335932, 0.9453741145869136, 0.9951306469335932, 0.9951306469335932, 0.8981054088575678, 0.8981054088575678, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243]",46.0,45.0
4535,4535,R,F,"[1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",707.0,706.0
4536,4536,S,,[],0.0,885.0
4537,4537,S,,[],0.0,951.0
4538,4538,R,F,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997]",194.0,193.0
4539,4539,R,F,"[1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.0014999999999999992, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5]",670.0,669.0
4540,4540,R,R,"[0.9453741145869133, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 0.995130646933593, 0.995130646933593, 0.995130646933593, 0.995130646933593, 0.995130646933593, 0.995130646933593, 0.995130646933593, 0.995130646933593, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245, 1.1026378359374995, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.1606714062499996, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1026378359374995, 1.1026378359374995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9453741145869136, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 0.9951306469335933, 0.9951306469335932, 0.9453741145869136, 1.1026378359374995, 1.1026378359374995]",41.0,40.0
4541,4541,S,,[],0.0,911.0
4542,4542,R,R,"[0.9453741145869138, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499996, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.2217593749999995, 1.2217593749999995, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995, 1.1026378359374995, 1.1606714062499996, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.2860624999999997, 1.2217593749999995, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 0.898105408857568, 0.9453741145869137, 0.9453741145869137]",29.0,28.0
4543,4543,R,F,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.014999999999999993, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997]",715.0,714.0
4544,4544,R,F,"[0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5]",602.0,601.0
4545,4545,S,,[],0.0,735.0
4546,4546,S,,[],0.0,969.0
4547,4547,R,R,"[0.9453741145869137, 0.9453741145869137, 0.9453741145869137, 0.9453741145869137, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.0475059441406245, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.0475059441406243, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2217593749999998, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995, 1.0475059441406243, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997]",20.0,19.0
4548,4548,R,F,"[1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.001499999999999999, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5]",181.0,180.0
4549,4549,S,,[],0.0,907.0
4550,4550,R,F,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5]",438.0,437.0
4551,4551,S,,[],0.0,944.0
4552,4552,R,F,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.001499999999999999, 0.14999999999999997, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997]",504.0,503.0
4553,4553,R,F,"[1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5]",645.0,644.0
4554,4554,S,,[],0.0,942.0
4555,4555,R,R,"[1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.0475059441406247, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499996, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2217593749999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.0475059441406247, 1.0475059441406247, 1.0475059441406247, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 0.9951306469335931, 1.1026378359374993, 1.0475059441406245, 1.1026378359374995, 1.1026378359374995, 1.1606714062499996, 1.1606714062499996, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.0475059441406245, 0.9453741145869136, 1.0475059441406245, 0.9951306469335934, 0.9951306469335934, 0.9951306469335934, 0.9453741145869138, 1.0475059441406247, 1.0475059441406247, 1.0475059441406247, 1.0475059441406247, 0.9453741145869138, 1.0475059441406247, 0.9951306469335934, 0.9951306469335934, 1.0475059441406247, 1.0475059441406247, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.995130646933593, 0.995130646933593, 0.995130646933593, 1.1026378359374993, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997]",64.0,63.0
