,0,1
0,50,50
1,50,50
2,38,42
3,33,31
4,26,25
5,21,19
6,18,16
7,17,13
8,28,10
9,27,9
10,30,6
11,35,4
12,47,3
13,56,3
14,61,3
15,63,2
16,66,2
17,72,2
18,72,2
19,66,2
20,70,3
21,68,3
22,69,2
23,67,3
24,76,3
25,78,3
26,74,3
27,72,4
28,67,4
29,70,4
30,75,5
31,66,5
32,64,4
33,62,3
34,57,4
35,61,2
36,62,2
37,60,2
38,60,2
39,53,2
40,48,2
41,39,2
42,41,1
43,34,1
44,29,2
45,26,1
46,23,1
47,20,1
48,20,1
49,17,1
50,16,0
51,15,1
52,14,1
53,13,2
54,12,2
55,14,2
56,15,1
57,12,2
58,14,2
59,15,1
60,14,1
61,13,1
62,13,1
63,15,0
64,16,0
65,15,0
66,14,0
67,12,0
68,10,0
69,10,1
70,9,1
71,9,1
72,9,1
73,9,1
74,10,1
75,8,1
76,8,1
77,11,1
78,11,1
79,9,1
80,12,0
81,11,0
82,11,0
83,13,1
84,14,3
85,15,2
86,18,2
87,16,2
88,14,2
89,14,2
90,12,1
91,13,1
92,15,1
93,13,1
94,10,1
95,9,1
96,7,1
97,6,1
98,6,1
99,5,0
100,5,0
101,5,0
102,7,0
103,6,0
104,6,0
105,8,0
106,9,0
107,7,0
108,7,0
109,6,0
110,10,0
111,12,0
112,10,1
113,11,1
114,15,1
115,16,1
116,16,0
117,19,0
118,19,0
119,24,1
120,21,1
121,20,1
122,21,1
123,21,1
124,18,1
125,20,2
126,20,1
127,20,2
128,18,2
129,18,1
130,19,2
131,18,0
132,18,1
133,18,0
134,14,0
135,15,0
136,14,0
137,13,0
138,12,0
139,10,0
140,12,0
141,16,0
142,16,0
143,13,1
144,11,1
145,9,1
146,8,1
147,7,1
148,6,1
149,5,1
150,5,1
151,5,1
152,4,1
153,4,1
154,6,0
155,4,0
156,7,1
157,6,1
158,5,1
159,4,1
160,5,0
161,4,0
162,4,0
163,3,0
164,2,0
165,1,1
166,1,1
167,1,1
168,3,0
169,3,0
170,2,0
171,2,1
172,2,1
173,2,1
174,2,1
175,3,1
176,3,1
177,2,3
178,3,2
179,3,2
180,3,2
181,2,2
182,2,2
183,2,1
184,2,1
185,1,2
186,4,1
187,3,1
188,2,1
189,2,1
190,2,1
191,2,1
192,2,1
193,3,0
194,3,1
195,4,1
196,5,2
197,4,3
198,4,1
199,6,1
200,5,2
201,4,2
202,5,0
203,6,0
204,4,1
205,4,1
206,5,1
207,4,1
208,3,1
209,3,2
210,3,3
211,2,3
212,1,3
213,1,5
214,2,4
215,3,5
216,2,5
217,2,4
218,3,2
219,2,3
220,3,2
221,2,3
222,3,4
223,2,3
224,2,2
225,2,1
226,1,2
227,0,2
228,0,1
229,0,1
230,0,2
231,0,2
232,0,1
233,0,0
234,0,1
235,0,0
236,0,1
237,1,1
238,0,1
239,0,1
240,0,1
241,0,1
242,0,1
243,0,1
244,0,0
245,0,1
246,0,0
247,0,0
248,0,1
249,0,2
250,0,3
251,0,2
252,0,4
253,0,4
254,0,5
255,0,6
256,0,4
257,0,5
258,0,4
259,0,3
260,0,3
261,0,2
262,0,3
263,0,2
264,0,2
265,0,1
266,0,3
267,0,2
268,0,5
269,0,4
270,0,4
271,0,6
272,0,4
273,0,7
274,0,6
275,0,6
276,0,4
277,0,4
278,0,3
279,0,3
280,0,3
281,0,3
282,0,4
283,0,3
284,0,4
285,0,4
286,0,4
287,0,7
288,0,6
289,0,4
290,0,3
291,0,6
292,0,6
293,0,6
294,0,5
295,0,6
296,0,4
297,0,5
298,0,5
299,0,5
300,0,7
301,0,7
302,0,10
303,0,10
304,0,11
305,0,11
306,0,11
307,0,9
308,0,9
309,0,10
310,0,13
311,0,12
312,0,10
313,0,11
314,0,10
315,0,10
316,0,10
317,0,10
318,0,8
319,0,8
320,0,8
321,0,6
322,0,9
323,0,9
324,0,7
325,0,7
326,0,8
327,0,8
328,0,6
329,0,8
330,0,7
331,0,7
332,0,7
333,0,8
334,0,7
335,0,6
336,0,6
337,0,6
338,0,7
339,0,5
340,0,7
341,0,7
342,0,10
343,0,9
344,0,11
345,0,10
346,0,10
347,0,10
348,0,10
349,0,12
350,0,15
351,0,16
352,0,16
353,0,13
354,0,13
355,0,12
356,0,10
357,0,11
358,0,9
359,0,9
360,0,10
361,0,11
362,0,8
363,0,7
364,0,8
365,0,7
366,0,6
