,id,status,viralParams,pop,tau,phase
1133,1133,S,,[],0.0,86.0
1134,1134,S,,[],0.0,58.0
1135,1135,S,,[],0,0
1136,1136,S,,[],0.0,48.0
1137,1137,S,,[],0,0
1138,1138,S,,[],0.0,88.0
1139,1139,S,,[],0.0,22.0
1140,1140,S,,[],0.0,41.0
1141,1141,S,,[],0,0
1142,1142,S,,[],0.0,20.0
1143,1143,R,R,"[1.2860624999999997, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.5, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.2860624999999997, 1.2860624999999997, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.5, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.35375, 1.35375, 1.5, 1.5, 1.2217593749999998, 1.2217593749999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.5, 1.5, 1.5, 1.4249999999999998, 1.4249999999999998]",6.0,5.0
1144,1144,S,,[],0.0,118.0
1145,1145,S,,[],0.0,54.0
1146,1146,S,,[],0.0,70.0
1147,1147,S,,[],0,0
1148,1148,S,,[],0,0
1149,1149,S,,[],0.0,88.0
1150,1150,S,,[],0.0,72.0
1151,1151,S,,[],0.0,62.0
1152,1152,S,,[],0.0,88.0
1153,1153,S,,[],0,0
1154,1154,S,,[],0.0,93.0
1155,1155,R,R,"[1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.3537499999999998, 1.3537499999999998, 1.2860624999999999, 1.2860624999999999, 1.4249999999999998, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1026378359374993, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.3537499999999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.3537499999999998, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998]",10.0,9.0
1156,1156,S,,[],0.0,67.0
1157,1157,S,,[],0.0,73.0
1158,1158,S,,[],0.0,67.0
1159,1159,S,,[],0.0,34.0
1160,1160,S,,[],0.0,48.0
1161,1161,S,,[],0,0
1162,1162,S,,[],0.0,63.0
1163,1163,S,,[],0.0,47.0
1164,1164,R,R,"[1.3537499999999998, 1.1606714062499999, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999999, 1.2860624999999999, 1.4249999999999998, 1.4249999999999998, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.35375, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.221759375, 1.221759375, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.35375, 1.2860624999999999, 1.2860624999999999, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.35375, 1.35375, 1.5, 1.5, 1.5, 1.5, 1.5, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.5, 1.5, 1.5, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.5, 1.5, 1.35375, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.5, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998]",2.0,1.0
1165,1165,S,,[],0.0,48.0
1166,1166,S,,[],0,0
1167,1167,S,,[],0,0
1168,1168,S,,[],0,0
1169,1169,S,,[],0,0
1170,1170,S,,[],0.0,86.0
1171,1171,S,,[],0.0,33.0
1172,1172,S,,[],0,0
1173,1173,S,,[],0,0
1174,1174,S,,[],0.0,63.0
1175,1175,R,R,"[0.9951306469335931, 0.9951306469335931, 0.9453741145869134, 0.9453741145869134, 0.9453741145869134, 1.1606714062499996, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1606714062499996, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2860624999999999, 1.2860624999999999, 1.2217593749999998, 1.2217593749999998, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245, 1.0475059441406245, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.2217593749999995, 0.8981054088575677, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999998, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.1026378359374995, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 0.995130646933593, 0.995130646933593, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245]",13.0,12.0
1176,1176,S,,[],0,0
1177,1177,S,,[],0.0,47.0
1178,1178,S,,[],0,0
1179,1179,S,,[],0.0,27.0
1180,1180,S,,[],0.0,122.0
1181,1181,S,,[],0.0,42.0
1182,1182,S,,[],0,0
1183,1183,S,,[],0.0,155.0
1184,1184,R,R,"[0.9951306469335933, 0.9951306469335933, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374993, 1.1026378359374993, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.0475059441406247, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.2217593749999998, 1.3537499999999998, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.4249999999999998, 1.4249999999999998, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999999, 1.2860624999999999, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499999, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.0475059441406245, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.0475059441406245, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994]",5.0,4.0
1185,1185,S,,[],0,0
1186,1186,S,,[],0.0,67.0
1187,1187,R,R,"[1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 0.7700131249192572, 0.810540131493955, 0.810540131493955, 0.8532001384146894, 0.8532001384146894, 0.8532001384146894, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.2860624999999997, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999999, 1.2860624999999999, 1.1026378359374998, 1.1026378359374998, 1.1606714062499999, 1.1026378359374998, 1.1026378359374998, 1.1606714062499999, 1.2860624999999999, 1.2217593749999998, 1.2217593749999998, 1.2860624999999999, 1.2860624999999999, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499994, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499994, 1.0475059441406245, 0.9453741145869136, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.1606714062499994, 1.1026378359374995, 1.1026378359374995, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1026378359374995, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.0475059441406243, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 0.898105408857568, 0.898105408857568]",16.0,15.0
1188,1188,S,,[],0,0
1189,1189,S,,[],0,0
1190,1190,S,,[],0,0
1191,1191,S,,[],0,0
1192,1192,S,,[],0,0
1193,1193,S,,[],0.0,13.0
1194,1194,S,,[],0,0
1195,1195,S,,[],0,0
1196,1196,S,,[],0.0,15.0
1197,1197,S,,[],0.0,58.0
1198,1198,S,,[],0.0,64.0
1199,1199,S,,[],0,0
1200,1200,S,,[],0,0
1201,1201,S,,[],0,0
1202,1202,S,,[],0.0,19.0
1203,1203,R,F,"[0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.001499999999999999, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",41.0,40.0
1204,1204,S,,[],0.0,75.0
1205,1205,S,,[],0,0
1206,1206,S,,[],0,0
1207,1207,S,,[],0.0,30.0
1208,1208,S,,[],0,0
1209,1209,S,,[],0.0,18.0
1210,1210,S,,[],0,0
1211,1211,S,,[],0.0,60.0
1212,1212,S,,[],0,0
1213,1213,R,R,"[0.7700131249192572, 0.810540131493955, 0.9453741145869136, 0.8105401314939549, 0.8532001384146894, 0.9453741145869136, 0.9453741145869136, 0.9453741145869136, 0.9453741145869136, 0.8981054088575678, 0.7700131249192572, 0.810540131493955, 0.810540131493955, 0.810540131493955, 1.1026378359374993, 0.995130646933593, 1.0475059441406243, 1.0475059441406243, 1.1606714062499994, 1.1606714062499994, 0.9453741145869133, 0.9453741145869133, 1.1026378359374993, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 0.9453741145869133, 0.9453741145869133, 0.9951306469335932, 0.8981054088575676, 0.8981054088575676, 0.9453741145869133, 0.9453741145869133, 0.9453741145869133, 0.9453741145869133, 0.9453741145869133, 0.8532001384146892, 1.1026378359374993, 1.1026378359374993, 0.9453741145869133, 0.8981054088575677, 0.8981054088575677, 0.8981054088575677, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 1.1026378359374993, 1.1606714062499994, 1.1026378359374993, 1.0475059441406243, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.1606714062499994, 1.2217593749999995, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995]",1.0,0.0
1214,1214,S,,[],0.0,73.0
1215,1215,S,,[],0.0,117.0
1216,1216,S,,[],0.0,28.0
1217,1217,R,F,"[0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",119.0,118.0
1218,1218,S,,[],0.0,80.0
1219,1219,R,R,"[1.3537499999999998, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.2217593749999998, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999995, 1.2860624999999997, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.3537499999999998, 1.2860624999999999, 1.2860624999999999, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.1606714062499996, 1.2860624999999997, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998]",1.0,0.0
1220,1220,S,,[],0,0
1221,1221,S,,[],0.0,3.0
1222,1222,R,R,"[1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 0.7700131249192572, 0.7700131249192572, 0.810540131493955, 0.7700131249192572, 0.7700131249192572, 0.7700131249192572, 0.8532001384146894, 0.8532001384146894, 0.8981054088575678, 0.8981054088575678, 0.8981054088575678, 0.8532001384146894, 0.8532001384146894, 0.8532001384146894, 0.8981054088575678, 0.8532001384146894, 0.898105408857568, 0.898105408857568, 0.9951306469335934, 0.9951306469335934, 0.9951306469335934, 0.9951306469335934, 0.9453741145869137, 0.9453741145869137, 0.9453741145869137, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 0.9951306469335931, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245, 1.0475059441406245, 1.1026378359374995, 1.1026378359374993, 1.0475059441406243, 0.8981054088575677, 0.8981054088575677, 0.8981054088575677, 0.8981054088575677, 0.8981054088575677, 0.8981054088575677, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 0.9951306469335931, 0.9951306469335931, 0.9951306469335931, 0.9951306469335932, 0.9951306469335932, 0.9453741145869136, 1.0475059441406245, 0.9951306469335932, 0.9951306469335932, 0.9951306469335932, 0.9453741145869134, 0.9453741145869134, 0.9453741145869134, 0.9951306469335931, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 0.9951306469335932, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.0475059441406245, 1.0475059441406245, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 0.9951306469335932, 0.9951306469335932, 0.9453741145869136, 0.9951306469335932]",7.0,6.0
1223,1223,S,,[],0.0,29.0
1224,1224,S,,[],0,0
1225,1225,S,,[],0,0
