,0,1
0,50,50
1,50,50
2,40,40
3,30,34
4,25,26
5,19,21
6,16,16
7,16,12
8,21,9
9,25,6
10,29,5
11,40,4
12,54,4
13,63,4
14,67,3
15,79,2
16,86,1
17,84,1
18,85,1
19,78,1
20,79,1
21,80,0
22,76,1
23,78,1
24,86,0
25,82,0
26,83,0
27,80,0
28,80,0
29,87,1
30,81,3
31,79,4
32,78,2
33,74,2
34,68,2
35,61,3
36,59,2
37,55,3
38,56,3
39,49,2
40,42,2
41,45,2
42,43,2
43,42,4
44,42,4
45,47,2
46,45,1
47,36,1
48,38,0
49,35,1
50,31,2
51,25,2
52,25,2
53,24,1
54,22,1
55,22,1
56,18,1
57,17,3
58,21,2
59,21,2
60,20,2
61,19,2
62,19,0
63,19,0
64,19,0
65,17,0
66,16,0
67,17,0
68,14,1
69,12,2
70,10,2
71,10,3
72,10,3
73,10,3
74,9,2
75,9,2
76,9,2
77,9,2
78,8,2
79,8,2
80,9,3
81,7,2
82,6,1
83,5,1
84,5,1
85,4,1
86,3,2
87,6,2
88,8,2
89,11,1
90,13,2
91,13,2
92,11,2
93,10,1
94,8,1
95,8,1
96,10,1
97,10,1
98,9,0
99,9,1
100,8,2
101,8,2
102,9,1
103,8,1
104,8,2
105,9,3
106,8,1
107,8,1
108,7,0
109,7,1
110,8,1
111,12,1
112,13,1
113,14,1
114,12,1
115,9,3
116,10,3
117,11,3
118,10,2
119,10,2
120,11,3
121,12,2
122,11,1
123,11,0
124,9,1
125,8,2
126,10,3
127,8,3
128,7,3
129,7,3
130,7,3
131,7,2
132,8,0
133,7,0
134,5,0
135,5,2
136,3,2
137,4,1
138,3,1
139,2,1
140,3,1
141,4,0
142,3,0
143,3,0
144,2,1
145,2,3
146,2,2
147,2,1
148,1,2
149,1,1
150,0,1
151,0,2
152,0,2
153,1,1
154,0,1
155,0,0
156,0,1
157,0,0
158,0,1
159,0,1
160,0,1
161,0,1
162,0,0
163,0,0
164,0,1
165,0,2
166,0,2
167,0,1
168,0,2
169,0,2
170,0,1
171,0,1
172,0,2
173,0,1
174,0,0
175,0,0
176,0,0
177,0,2
178,0,1
179,0,1
180,0,0
181,0,1
182,0,1
183,0,0
184,0,1
185,0,0
186,0,0
187,0,0
188,0,1
189,0,1
190,0,0
191,0,0
192,0,1
193,0,2
194,0,3
195,0,2
196,0,1
197,0,0
198,0,1
199,0,1
200,0,0
201,0,0
202,0,0
203,0,2
204,0,3
205,0,2
206,0,1
207,0,0
208,0,1
209,0,1
210,0,0
211,0,0
212,0,0
213,0,0
214,0,1
215,0,0
216,0,0
217,0,1
218,0,0
219,0,1
220,0,1
221,0,4
222,0,3
223,0,2
224,0,1
225,0,2
226,0,2
227,0,2
228,0,2
229,0,2
230,0,1
231,0,0
232,0,1
233,0,1
234,0,0
235,0,0
236,0,2
237,0,1
238,0,2
239,0,1
240,0,0
241,0,0
242,0,1
243,0,1
244,0,0
245,0,2
246,0,2
247,0,1
248,0,2
249,0,1
250,0,3
251,0,3
252,0,4
253,0,4
254,0,4
255,0,3
256,0,2
257,0,2
258,0,1
259,0,1
260,0,0
261,0,1
262,0,0
263,0,0
264,0,2
265,0,2
266,0,2
267,0,1
268,0,0
269,0,2
270,0,1
271,0,2
272,0,1
273,0,1
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,1
280,0,0
281,0,0
282,0,1
283,0,0
284,0,2
285,0,1
286,0,0
287,0,1
288,0,0
289,0,0
290,0,1
291,0,0
292,0,0
293,0,0
294,0,2
295,0,1
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,1
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,3
309,0,4
310,0,4
311,0,4
312,0,4
313,0,3
314,0,3
315,0,2
316,0,2
317,0,1
318,0,1
319,0,0
320,0,1
321,0,1
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,3
329,0,2
330,0,1
331,0,1
332,0,1
333,0,2
334,0,1
335,0,2
336,0,2
337,0,4
338,0,4
339,0,5
340,0,4
341,0,4
342,0,3
343,0,3
344,0,2
345,0,1
346,0,1
347,0,3
348,0,4
349,0,7
350,0,5
351,0,4
352,0,4
353,0,3
354,0,2
355,0,3
356,0,2
357,0,3
358,0,3
359,0,2
360,0,3
361,0,2
362,0,5
363,0,5
364,0,4
365,0,4
366,0,3
