,0,1
0,50,50
1,50,50
2,39,41
3,32,32
4,26,25
5,19,21
6,16,16
7,11,14
8,6,15
9,7,10
10,9,6
11,9,6
12,13,5
13,13,4
14,13,4
15,18,6
16,18,8
17,18,9
18,22,10
19,24,14
20,37,16
21,49,20
22,53,22
23,75,20
24,76,24
25,85,26
26,81,26
27,88,30
28,93,29
29,97,30
30,105,33
31,112,41
32,110,41
33,109,39
34,107,43
35,101,38
36,97,37
37,98,35
38,108,40
39,106,38
40,106,44
41,107,40
42,103,38
43,104,30
44,95,36
45,97,34
46,89,37
47,89,34
48,98,33
49,88,36
50,86,31
51,82,32
52,75,27
53,78,28
54,81,31
55,71,39
56,66,42
57,67,41
58,67,40
59,69,37
60,66,35
61,61,33
62,60,35
63,58,34
64,59,31
65,53,35
66,59,35
67,55,31
68,53,32
69,43,35
70,42,33
71,42,33
72,44,40
73,44,48
74,46,50
75,46,46
76,46,42
77,42,43
78,37,50
79,35,48
80,33,46
81,33,46
82,36,44
83,32,46
84,33,45
85,32,46
86,29,53
87,28,51
88,27,49
89,28,56
90,30,56
91,27,58
92,24,58
93,26,55
94,25,56
95,27,61
96,22,60
97,28,62
98,26,63
99,21,63
100,17,64
101,17,58
102,17,63
103,19,60
104,22,59
105,23,59
106,24,57
107,21,60
108,15,61
109,16,67
110,13,69
111,14,64
112,14,62
113,10,70
114,8,71
115,10,65
116,9,64
117,7,68
118,6,69
119,6,68
120,7,75
121,7,69
122,8,67
123,9,59
124,8,64
125,8,62
126,6,66
127,5,68
128,5,73
129,4,71
130,2,73
131,4,78
132,4,78
133,2,85
134,2,75
135,2,75
136,3,78
137,3,74
138,3,73
139,2,74
140,3,78
141,3,75
142,3,79
143,3,83
144,4,80
145,3,79
146,3,77
147,3,79
148,3,79
149,3,73
150,2,75
151,2,74
152,1,69
153,1,71
154,1,72
155,1,69
156,1,71
157,1,68
158,2,74
159,0,76
160,0,69
161,0,69
162,0,69
163,0,74
164,0,78
165,1,72
166,0,73
167,0,71
168,0,72
169,0,66
170,0,71
171,0,74
172,0,73
173,0,72
174,0,72
175,0,69
176,0,67
177,0,71
178,0,67
179,0,67
180,0,64
181,0,65
182,0,68
183,0,67
184,0,61
185,0,55
186,0,60
187,0,61
188,0,62
189,0,64
190,0,60
191,0,65
192,0,69
193,0,71
194,0,67
195,0,66
196,0,64
197,0,66
198,0,66
199,0,68
200,0,62
201,0,57
202,0,61
203,0,54
204,0,53
205,0,55
206,0,54
207,0,54
208,0,55
209,0,54
210,0,57
211,0,51
212,0,53
213,0,56
214,0,48
215,0,51
216,0,49
217,0,53
218,0,53
219,0,49
220,0,48
221,0,48
222,0,50
223,0,47
224,0,49
225,0,50
226,0,53
227,0,50
228,0,52
229,0,49
230,0,48
231,0,49
232,0,52
233,0,51
234,0,44
235,0,50
236,0,48
237,0,52
238,0,55
239,0,50
240,0,50
241,0,47
242,0,48
243,0,44
244,0,42
245,0,40
246,0,43
247,0,41
248,0,42
249,0,42
250,0,46
251,0,46
252,0,38
253,0,39
254,0,42
255,0,44
256,0,45
257,0,40
258,0,37
259,0,38
260,0,38
261,0,36
262,0,34
263,0,36
264,0,45
265,0,45
266,0,43
267,0,43
268,0,41
269,0,40
270,0,36
271,0,33
272,0,35
273,0,36
274,0,35
275,0,33
276,0,30
277,0,30
278,0,35
279,0,37
280,0,34
281,0,37
282,0,34
283,0,32
284,0,31
285,0,29
286,0,31
287,0,29
288,0,35
289,0,39
290,0,36
291,0,30
292,0,30
293,0,27
294,0,29
295,0,29
296,0,29
297,0,30
298,0,27
299,0,26
300,0,27
301,0,23
302,0,26
303,0,25
304,0,25
305,0,25
306,0,26
307,0,21
308,0,22
309,0,21
310,0,21
311,0,18
312,0,21
313,0,19
314,0,21
315,0,24
316,0,21
317,0,24
318,0,22
319,0,21
320,0,21
321,0,21
322,0,26
323,0,29
324,0,27
325,0,27
326,0,22
327,0,25
328,0,24
329,0,25
330,0,27
331,0,22
332,0,21
333,0,21
334,0,21
335,0,18
336,0,20
337,0,20
338,0,18
339,0,16
340,0,18
341,0,20
342,0,22
343,0,23
344,0,21
345,0,18
346,0,18
347,0,19
348,0,19
349,0,18
350,0,17
351,0,15
352,0,15
353,0,20
354,0,20
355,0,20
356,0,19
357,0,20
358,0,23
359,0,20
360,0,16
361,0,17
362,0,18
363,0,20
364,0,24
365,0,21
366,0,18
