,0,1
0,50,50
1,50,50
2,38,42
3,28,36
4,20,31
5,17,23
6,13,19
7,8,17
8,6,14
9,6,12
10,6,9
11,5,9
12,6,8
13,10,7
14,10,8
15,13,8
16,20,8
17,24,6
18,28,7
19,27,9
20,31,10
21,33,19
22,42,17
23,46,24
24,49,32
25,62,37
26,66,40
27,80,38
28,80,41
29,83,37
30,85,36
31,86,41
32,86,37
33,87,40
34,85,48
35,95,51
36,88,53
37,89,49
38,87,52
39,90,49
40,95,46
41,96,44
42,92,42
43,90,46
44,88,47
45,78,51
46,81,51
47,81,50
48,76,50
49,75,46
50,82,48
51,88,49
52,81,49
53,77,52
54,76,57
55,75,57
56,73,51
57,67,52
58,67,55
59,68,50
60,59,50
61,62,48
62,64,45
63,67,38
64,66,43
65,64,46
66,62,46
67,61,44
68,62,42
69,57,47
70,52,46
71,48,47
72,49,41
73,51,42
74,50,42
75,43,46
76,38,48
77,37,51
78,39,46
79,36,47
80,39,45
81,44,42
82,41,37
83,43,31
84,39,36
85,39,36
86,34,44
87,33,46
88,30,47
89,30,46
90,29,46
91,31,47
92,34,49
93,31,47
94,28,51
95,26,50
96,28,51
97,26,53
98,24,59
99,23,56
100,22,56
101,25,53
102,22,52
103,22,49
104,17,57
105,19,54
106,15,55
107,13,56
108,13,60
109,12,57
110,9,62
111,11,59
112,8,58
113,10,65
114,11,71
115,10,70
116,9,72
117,7,70
118,10,62
119,11,62
120,13,60
121,13,61
122,14,61
123,11,62
124,10,65
125,8,64
126,9,59
127,7,72
128,7,71
129,6,69
130,6,70
131,6,68
132,6,67
133,7,69
134,7,68
135,5,71
136,6,71
137,6,75
138,6,79
139,7,78
140,4,76
141,4,72
142,3,72
143,2,72
144,3,74
145,2,68
146,3,68
147,3,74
148,4,75
149,3,71
150,3,77
151,3,76
152,4,76
153,4,81
154,3,81
155,2,84
156,2,84
157,1,77
158,0,73
159,0,74
160,0,70
161,0,66
162,0,68
163,1,70
164,1,69
165,1,63
166,0,61
167,0,67
168,0,71
169,0,77
170,0,79
171,0,75
172,0,70
173,0,68
174,0,65
175,0,68
176,0,61
177,0,60
178,0,68
179,0,66
180,0,61
181,0,61
182,0,62
183,0,61
184,0,59
185,0,59
186,0,55
187,0,59
188,0,61
189,0,54
190,0,60
191,0,62
192,0,58
193,0,59
194,0,62
195,0,68
196,0,65
197,0,62
198,0,63
199,0,61
200,0,60
201,0,59
202,0,59
203,0,61
204,0,66
205,0,68
206,0,81
207,0,73
208,0,69
209,0,68
210,0,64
211,0,59
212,0,54
213,0,54
214,0,55
215,0,56
216,0,54
217,0,55
218,0,52
219,0,54
220,0,57
221,0,57
222,0,54
223,0,56
224,0,52
225,0,49
226,0,51
227,0,50
228,0,50
229,0,52
230,0,56
231,0,49
232,0,47
233,0,53
234,0,54
235,0,49
236,0,49
237,0,48
238,0,46
239,0,42
240,0,38
241,0,37
242,0,35
243,0,35
244,0,38
245,0,41
246,0,39
247,0,40
248,0,42
249,0,40
250,0,48
251,0,46
252,0,46
253,0,40
254,0,44
255,0,42
256,0,41
257,0,43
258,0,38
259,0,41
260,0,38
261,0,33
262,0,32
263,0,33
264,0,38
265,0,36
266,0,34
267,0,35
268,0,30
269,0,30
270,0,29
271,0,32
272,0,30
273,0,33
274,0,32
275,0,32
276,0,30
277,0,29
278,0,32
279,0,36
280,0,35
281,0,36
282,0,35
283,0,31
284,0,28
285,0,31
286,0,33
287,0,34
288,0,34
289,0,33
290,0,32
291,0,34
292,0,35
293,0,32
294,0,32
295,0,29
296,0,26
297,0,24
298,0,22
299,0,28
300,0,27
301,0,29
302,0,25
303,0,25
304,0,31
305,0,29
306,0,28
307,0,31
308,0,28
309,0,27
310,0,27
311,0,29
312,0,31
313,0,29
314,0,24
315,0,25
316,0,27
317,0,26
318,0,26
319,0,23
320,0,25
321,0,23
322,0,19
323,0,16
324,0,24
325,0,22
326,0,22
327,0,19
328,0,19
329,0,18
330,0,20
331,0,23
332,0,23
333,0,22
334,0,22
335,0,19
336,0,21
337,0,22
338,0,21
339,0,20
340,0,21
341,0,24
342,0,23
343,0,24
344,0,25
345,0,24
346,0,23
347,0,22
348,0,21
349,0,20
350,0,20
351,0,18
352,0,18
353,0,19
354,0,21
355,0,20
356,0,18
357,0,19
358,0,18
359,0,19
360,0,15
361,0,17
362,0,15
363,0,15
364,0,16
365,0,15
366,0,15
