,0,1
0,50,50
1,50,50
2,40,40
3,35,29
4,27,24
5,21,19
6,17,15
7,13,12
8,11,9
9,10,6
10,8,4
11,6,3
12,6,2
13,4,2
14,2,2
15,2,1
16,1,1
17,2,0
18,2,0
19,2,1
20,2,1
21,3,3
22,8,3
23,19,2
24,30,2
25,43,3
26,55,5
27,64,4
28,59,4
29,56,3
30,54,5
31,54,7
32,52,6
33,46,10
34,42,6
35,46,6
36,43,8
37,38,8
38,35,10
39,35,10
40,39,9
41,40,9
42,44,8
43,49,5
44,46,5
45,50,5
46,54,5
47,60,6
48,62,6
49,62,6
50,57,7
51,59,8
52,54,9
53,57,7
54,55,6
55,54,4
56,55,8
57,51,8
58,46,13
59,59,14
60,53,14
61,45,14
62,42,14
63,48,11
64,49,11
65,50,11
66,51,10
67,46,8
68,46,9
69,44,10
70,51,9
71,55,6
72,57,10
73,56,9
74,58,9
75,54,13
76,52,15
77,53,15
78,52,19
79,45,18
80,46,16
81,48,14
82,43,15
83,44,15
84,45,15
85,38,14
86,36,10
87,34,11
88,31,9
89,29,8
90,33,8
91,35,10
92,35,8
93,34,9
94,41,11
95,36,15
96,41,16
97,37,13
98,37,13
99,38,15
100,39,14
101,38,15
102,37,14
103,34,16
104,36,14
105,30,16
106,30,15
107,28,18
108,26,14
109,26,12
110,30,10
111,31,12
112,31,16
113,35,16
114,34,20
115,33,20
116,35,16
117,35,20
118,33,17
119,32,19
120,31,19
121,31,17
122,30,17
123,31,18
124,30,16
125,28,16
126,29,18
127,29,19
128,28,17
129,24,16
130,20,17
131,24,17
132,22,18
133,21,17
134,19,19
135,19,18
136,19,16
137,20,18
138,20,16
139,18,12
140,17,16
141,16,18
142,20,15
143,18,16
144,16,19
145,18,20
146,17,19
147,18,22
148,16,21
149,19,20
150,15,22
151,16,20
152,13,19
153,13,19
154,11,21
155,13,20
156,13,19
157,13,23
158,10,26
159,11,28
160,11,25
161,14,25
162,14,26
163,12,28
164,10,29
165,13,29
166,12,29
167,15,31
168,15,29
169,12,33
170,13,32
171,14,31
172,11,36
173,7,37
174,8,37
175,9,36
176,6,38
177,6,34
178,7,35
179,6,39
180,4,37
181,3,33
182,3,28
183,1,24
184,1,26
185,4,24
186,4,32
187,5,30
188,6,32
189,4,40
190,4,38
191,5,39
192,5,43
193,6,41
194,5,40
195,4,42
196,4,43
197,4,46
198,3,45
199,4,46
200,5,48
201,3,45
202,3,44
203,1,42
204,0,37
205,0,43
206,0,42
207,0,37
208,2,36
209,2,39
210,4,40
211,6,43
212,7,39
213,5,44
214,5,40
215,5,38
216,4,43
217,3,43
218,3,42
219,2,43
220,2,43
221,2,40
222,2,42
223,2,38
224,1,38
225,1,37
226,1,39
227,1,39
228,1,37
229,2,39
230,2,38
231,4,35
232,3,33
233,2,37
234,2,40
235,2,37
236,2,36
237,2,34
238,1,34
239,1,38
240,2,36
241,2,35
242,2,35
243,3,35
244,3,39
245,3,39
246,2,45
247,2,41
248,2,40
249,1,39
250,1,38
251,1,36
252,1,36
253,1,34
254,1,35
255,0,34
256,0,34
257,0,31
258,1,34
259,1,30
260,1,29
261,0,31
262,0,33
263,0,31
264,0,31
265,0,30
266,0,30
267,0,33
268,0,29
269,0,35
270,0,35
271,0,34
272,1,34
273,0,32
274,0,29
275,0,34
276,0,30
277,0,37
278,0,40
279,0,39
280,0,35
281,0,36
282,0,32
283,0,31
284,0,39
285,0,40
286,0,42
287,0,38
288,0,37
289,0,40
290,0,42
291,0,43
292,0,47
293,0,46
294,0,40
295,0,42
296,0,41
297,0,43
298,0,39
299,0,35
300,0,33
301,0,28
302,0,26
303,0,28
304,0,27
305,0,24
306,0,30
307,0,31
308,0,28
309,0,33
310,0,35
311,0,34
312,0,28
313,0,37
314,0,35
315,0,39
316,0,35
317,0,33
318,0,32
319,0,36
320,0,34
321,0,33
322,0,36
323,0,34
324,0,35
325,0,32
326,0,35
327,0,35
328,0,35
329,0,33
330,0,30
331,0,37
332,0,35
333,0,30
334,0,29
335,0,32
336,0,31
337,0,29
338,0,30
339,0,31
340,0,32
341,0,31
342,0,28
343,0,30
344,0,29
345,0,29
346,0,33
347,0,29
348,0,33
349,0,34
350,0,34
351,0,39
352,0,39
353,0,35
354,0,39
355,0,39
356,0,37
357,0,34
358,0,33
359,0,30
360,0,32
361,0,31
362,0,27
363,0,24
364,0,22
365,0,20
366,0,23
