,0,1
0,50,50
1,50,50
2,40,40
3,32,32
4,24,27
5,20,20
6,16,16
7,12,13
8,8,12
9,7,9
10,5,7
11,3,6
12,3,4
13,2,3
14,1,3
15,2,2
16,3,1
17,3,1
18,2,2
19,2,2
20,3,2
21,3,4
22,1,4
23,1,5
24,3,4
25,3,5
26,4,5
27,6,5
28,5,9
29,7,12
30,6,11
31,6,13
32,9,12
33,9,13
34,10,15
35,12,16
36,15,18
37,14,21
38,13,23
39,13,25
40,13,28
41,12,26
42,13,27
43,15,31
44,19,32
45,17,28
46,18,30
47,17,31
48,16,31
49,16,33
50,19,32
51,21,37
52,22,38
53,20,37
54,20,39
55,21,42
56,23,45
57,22,43
58,22,42
59,23,43
60,26,42
61,23,40
62,30,39
63,29,37
64,29,36
65,25,43
66,22,43
67,22,36
68,21,40
69,20,36
70,19,36
71,18,40
72,16,40
73,17,41
74,22,37
75,24,32
76,23,36
77,26,41
78,26,39
79,24,36
80,26,33
81,21,34
82,22,32
83,18,37
84,17,39
85,17,44
86,22,46
87,23,44
88,22,44
89,17,37
90,16,43
91,13,47
92,13,50
93,13,45
94,15,46
95,15,41
96,15,47
97,17,44
98,13,47
99,16,48
100,18,41
101,17,39
102,17,38
103,17,43
104,15,43
105,14,45
106,13,41
107,14,37
108,12,43
109,10,44
110,9,45
111,6,46
112,10,44
113,15,46
114,11,49
115,11,51
116,12,46
117,12,43
118,7,45
119,8,45
120,8,48
121,6,51
122,6,44
123,5,42
124,6,38
125,7,38
126,7,40
127,7,40
128,7,34
129,7,37
130,9,42
131,7,48
132,8,48
133,9,52
134,9,54
135,6,50
136,6,50
137,6,55
138,7,56
139,6,58
140,6,54
141,8,56
142,4,55
143,7,54
144,9,47
145,6,53
146,5,52
147,4,52
148,4,49
149,2,50
150,3,50
151,3,47
152,2,47
153,1,41
154,3,41
155,4,40
156,4,48
157,4,56
158,3,53
159,3,52
160,3,47
161,3,48
162,2,43
163,3,44
164,3,47
165,2,49
166,0,53
167,0,58
168,0,53
169,1,51
170,1,50
171,1,47
172,1,42
173,1,44
174,1,49
175,0,47
176,0,42
177,0,42
178,0,41
179,0,45
180,0,42
181,1,46
182,1,46
183,1,44
184,1,45
185,1,47
186,1,47
187,1,45
188,1,40
189,0,39
190,0,38
191,0,38
192,0,39
193,0,43
194,0,43
195,0,41
196,0,46
197,0,42
198,0,43
199,0,43
200,0,42
201,0,43
202,0,40
203,0,38
204,0,33
205,0,33
206,0,34
207,0,39
208,0,37
209,0,39
210,0,38
211,0,45
212,0,44
213,0,47
214,0,49
215,0,50
216,0,52
217,0,54
218,0,51
219,0,48
220,0,44
221,0,48
222,0,42
223,0,40
224,0,37
225,0,39
226,0,37
227,0,40
228,0,43
229,0,41
230,0,43
231,0,45
232,0,41
233,0,37
234,0,36
235,0,38
236,0,41
237,0,43
238,0,40
239,0,39
240,0,44
241,0,42
242,0,40
243,0,40
244,0,41
245,0,40
246,0,42
247,0,41
248,0,42
249,0,39
250,0,38
251,0,41
252,0,42
253,0,46
254,0,42
255,0,41
256,0,40
257,0,45
258,0,45
259,0,45
260,0,42
261,0,45
262,0,47
263,0,45
264,0,38
265,0,38
266,0,41
267,0,40
268,0,39
269,0,41
270,0,43
271,0,38
272,0,33
273,0,32
274,0,33
275,0,34
276,0,35
277,0,36
278,0,38
279,0,38
280,0,37
281,0,37
282,0,36
283,0,33
284,0,33
285,0,31
286,0,27
287,0,28
288,0,32
289,0,30
290,0,32
291,0,36
292,0,37
293,0,34
294,0,33
295,0,38
296,0,38
297,0,37
298,0,41
299,0,40
300,0,46
301,0,44
302,0,39
303,0,35
304,0,33
305,0,33
306,0,32
307,0,35
308,0,32
309,0,29
310,0,28
311,0,27
312,0,27
313,0,26
314,0,30
315,0,32
316,0,31
317,0,29
318,0,31
319,0,33
320,0,35
321,0,35
322,0,32
323,0,30
324,0,28
325,0,27
326,0,29
327,0,28
328,0,26
329,0,23
330,0,22
331,0,21
332,0,23
333,0,26
334,0,23
335,0,29
336,0,31
337,0,33
338,0,36
339,0,34
340,0,32
341,0,30
342,0,32
343,0,30
344,0,30
345,0,30
346,0,31
347,0,28
348,0,29
349,0,27
350,0,27
351,0,30
352,0,28
353,0,27
354,0,26
355,0,22
356,0,24
357,0,30
358,0,28
359,0,26
360,0,28
361,0,30
362,0,29
363,0,31
364,0,32
365,0,29
366,0,27
