,0,1
0,50,50
1,50,50
2,39,41
3,33,31
4,31,20
5,23,17
6,17,15
7,14,11
8,12,8
9,10,6
10,6,6
11,5,4
12,5,3
13,4,2
14,3,2
15,3,2
16,5,1
17,5,1
18,4,1
19,10,1
20,9,1
21,16,1
22,17,1
23,22,1
24,33,0
25,42,2
26,44,1
27,44,1
28,48,1
29,55,0
30,52,0
31,58,0
32,52,0
33,53,0
34,50,0
35,49,0
36,50,0
37,49,0
38,49,1
39,50,0
40,51,0
41,47,0
42,51,0
43,49,0
44,50,0
45,52,0
46,46,0
47,49,0
48,56,0
49,52,0
50,55,0
51,61,0
52,57,0
53,55,0
54,55,0
55,55,0
56,56,0
57,50,0
58,60,0
59,63,0
60,63,0
61,69,0
62,68,0
63,66,0
64,63,0
65,62,0
66,64,0
67,60,0
68,62,0
69,61,0
70,53,0
71,54,0
72,57,0
73,59,0
74,56,0
75,52,0
76,54,0
77,53,0
78,53,0
79,48,0
80,54,0
81,51,0
82,44,0
83,48,0
84,49,0
85,45,0
86,50,0
87,47,0
88,44,0
89,43,0
90,42,0
91,39,0
92,36,0
93,31,0
94,30,0
95,30,0
96,33,0
97,34,0
98,40,0
99,47,0
100,46,0
101,49,0
102,48,0
103,48,0
104,45,0
105,44,0
106,42,0
107,44,0
108,47,0
109,46,0
110,43,0
111,40,0
112,39,0
113,38,0
114,39,0
115,39,0
116,43,0
117,39,0
118,40,0
119,35,0
120,36,0
121,34,0
122,33,0
123,33,0
124,32,0
125,31,0
126,28,0
127,35,0
128,35,0
129,32,0
130,34,0
131,35,0
132,34,0
133,31,0
134,30,0
135,33,0
136,35,0
137,35,0
138,40,0
139,34,0
140,35,0
141,33,0
142,34,0
143,43,0
144,41,0
145,34,0
146,34,0
147,32,0
148,29,0
149,26,0
150,23,0
151,22,0
152,23,0
153,27,0
154,24,0
155,27,0
156,24,0
157,23,0
158,20,0
159,21,0
160,20,0
161,22,0
162,25,0
163,24,0
164,27,0
165,28,0
166,35,0
167,32,0
168,29,0
169,25,0
170,24,0
171,24,0
172,26,0
173,23,0
174,22,0
175,20,0
176,23,0
177,22,0
178,24,0
179,21,0
180,20,0
181,23,0
182,23,0
183,21,0
184,24,0
185,25,0
186,24,0
187,20,0
188,22,0
189,18,0
190,24,0
191,22,0
192,18,0
193,17,0
194,16,0
195,17,0
196,15,0
197,18,0
198,14,0
199,15,0
200,16,0
201,13,0
202,14,0
203,15,0
204,14,0
205,13,0
206,16,0
207,15,0
208,19,0
209,21,0
210,24,0
211,25,0
212,24,0
213,25,0
214,24,0
215,24,0
216,25,0
217,23,0
218,23,0
219,20,0
220,21,0
221,18,0
222,23,0
223,27,0
224,27,0
225,26,0
226,26,0
227,23,0
228,24,0
229,24,0
230,25,0
231,24,0
232,22,0
233,24,0
234,25,0
235,25,0
236,24,0
237,21,0
238,19,0
239,24,0
240,22,0
241,19,0
242,18,0
243,17,0
244,19,0
245,18,0
246,19,0
247,22,0
248,19,0
249,18,0
250,18,0
251,19,0
252,23,0
253,21,0
254,20,0
255,19,0
256,18,0
257,18,0
258,16,0
259,16,0
260,18,0
261,16,0
262,12,0
263,10,0
264,8,0
265,10,0
266,9,0
267,9,0
268,13,0
269,11,0
270,12,0
271,17,0
272,16,0
273,15,0
274,18,0
275,18,0
276,17,0
277,16,0
278,13,0
279,14,0
280,15,0
281,17,0
282,18,0
283,20,0
284,22,0
285,17,0
286,16,0
287,17,0
288,18,0
289,17,0
290,16,0
291,15,0
292,13,0
293,12,0
294,10,0
295,10,0
296,13,0
297,10,0
298,11,0
299,9,0
300,8,0
301,9,0
302,9,0
303,8,0
304,8,0
305,8,0
306,12,0
307,10,0
308,8,0
309,7,0
310,6,0
311,5,0
312,5,0
313,5,0
314,5,0
315,6,0
316,6,0
317,6,0
318,5,0
319,5,0
320,5,0
321,4,0
322,5,0
323,7,0
324,9,0
325,8,0
326,8,0
327,7,0
328,6,0
329,4,0
330,4,0
331,3,0
332,3,0
333,4,0
334,6,0
335,5,0
336,4,0
337,5,0
338,5,0
339,7,0
340,5,0
341,5,0
342,4,0
343,4,0
344,4,0
345,4,0
346,5,0
347,10,0
348,9,0
349,9,0
350,11,0
351,12,0
352,10,0
353,9,0
354,9,0
355,7,0
356,7,0
357,7,0
358,10,0
359,10,0
360,15,0
361,21,0
362,22,0
363,18,0
364,17,0
365,14,0
366,12,0
